112,query,returns,results,140
113,user,creates,account,139
114,user,defined,functions,139
115,control,has,focus,139
116,user,closes,app,137
117,user,enters,password,137
118,comma,separated,values,137
119,idea,please,help,137
120,server,sends,response,136
121,question,has,answer,135
122,linq,does not recognize,method,135
123,object,has,attribute,135
124,class,not found,exception,135
125,user,starts,application,135
126,user,selects,cell,135
127,user,makes,change,135
128,body,please,help,134
129,class,has,constructor,133
130,user,makes,request,133
131,element,has,class,130
132,server,sends,message,130
133,user,hovers,mouse,130
134,internet explorer,can not display,webpage,128
135,user,performs,action,127
136,function,return,value,126
137,apple,will reject,app,126
138,user,upload,image,126
139,file,not found,exception,125
140,user,clicks,row,124
141,user,likes,page,123
142,user,opens,page,123
143,use,stored,procedures,122
144,user,defined,types,121
145,user,enters,information,121
146,user,have,permission,121
147,query,returns,rows,121
148,user,checks,checkbox,120
149,user,select,image,120
150,jsf,managed,bean,119
151,sql,stored,procedure,119
152,user,pressed,button,117
153,user,reloads,page,117
154,user,changes,selection,117
155,app,enters,background,116
156,oracle,stored,procedure,116
157,use,parameterized,queries,115
158,error,makes,sense,115
159,user,does not have,access,114
160,element,loses,focus,113
161,user,clicks,checkbox,113
162,user,upload,file,112
163,server,closes,connection,112
164,memory,mapped,files,112
165,user,authorized,application,112
166,self,signed,certificate,112
167,sql server,stored,procedure,110
168,user,installs,app,110
169,field,has,value,109
170,compiler,has,idea,108
171,user,select,value,108
172,user,has,rights,108
173,constructor,throws,exception,107
174,function,returns,string,106
175,code,does,work,105
176,user,does not have,permission,105
177,user,can enter,text,104
178,textbox,has,focus,104
179,provider,could not open,connection,104
180,method,returns,string,103
181,user,selects,text,102
182,mysql,stored,procedure,102
183,user,visits,website,101
184,sequence,contains,elements,101
185,method,returns,value,101
186,function,returns,object,100
187,input,loses,focus,100
188,code,has,errors,99
189,user,liked,page,99
190,user,uses,app,99
191,user,change,password,99
192,code,has,problem,99
193,ajax,get,request,99
194,users,click,button,98
195,user,submits,data,98
196,details,see,http,97
197,compiler,gives,warning,97
198,element,has,id,96
199,element,has,attribute,96
200,jquery,has,method,96
201,code,throw,exception,96
202,user,deletes,app,96
203,mysql,use,index,95
204,users,have,ability,94
205,user,enters,page,94
206,client,closes,connection,94
207,users,can upload,images,94
208,user,enters,url,94
209,changes,take,place,94
210,user,enters,credentials,93
211,user,select,option,93
212,users,enter,data,92
213,server,receives,message,92
214,user,clicks,tab,92
215,servlets,wiki,page,91
216,code,please,help,91
217,field,loses,focus,91
218,user,select,date,90
219,user,entered,value,90
220,apple,reject,app,90
221,object,oriented,programming,89
222,user,selects,button,89
223,user,leaves,app,88
224,user,chooses,option,87
225,user,uninstalls,app,87
226,classes,implement,interface,87
227,json,encoded,data,87
228,user,adds,item,87
229,object,oriented,language,87
230,user,refresh,page,86
231,jquery,has,function,86
232,function,takes,pointer,86
233,node,has,children,85
234,user,sends,message,85
235,file,has,extension,85
236,user,can upload,image,85
237,application,has,access,85
238,behavior,makes,sense,85
239,application,throws,exception,84
240,user,hits,page,83
241,code,has,error,83
242,user,forgets,password,83
243,code,has,bug,83
244,user,enters,values,83
245,windows,form,application,82
246,class,has,methods,82
247,user,enter,name,82
248,method,throw,exception,81
249,user,runs,app,81
250,user,runs,application,81
251,user,submitted,data,81
252,user,accesses,page,80
253,user,have,ability,80
254,java,build,path,80
255,user,launches,application,80
256,htaccess,rewrite,rules,80
257,application,has requested,runtime,80
258,solution,please,help,80
259,user,take,picture,79
260,user,sends,request,79
261,user,enter,username,78
262,body,have,idea,78
263,users,upload,file,78
264,method,return,value,77
265,table,valued,parameters,77
266,am,getting,error,77
267,user,hits,key,77
268,table,has,field,77
269,question,does not make,sense,77
270,app,has,access,77
271,comma,separated,list,76
272,user,authorizes,app,76
273,user,closes,form,76
274,user,is using,app,76
275,action,takes,place,76
276,user,clicks,cell,76
277,table,has,rows,76
278,connection,refused,error,75
279,problem,please,help,75
280,user,selects,country,75
281,server,send,data,75
282,user,has liked,page,74
283,line,gives,error,74
284,user,takes,picture,74
285,program,throws,exception,74
286,browser,makes,request,74
287,user,select,row,74
288,window,has,focus,74
289,user,enters,date,73
290,class,have,method,73
291,class,extends,class,73
292,user,submitted,form,73
293,post,build,event,73
294,users,have,option,73
295,click,submit,button,73
296,gem,install,rails,73
297,object,has,reference,73
298,user,clicks,save,73
299,wcf,rest,service,73
300,javascript,has,access,72
301,users,can upload,files,72
302,user,hit,button,72
303,query,returns,result,72
304,explanation,makes,sense,72
305,user,closes,application,71
306,user,have,option,71
307,string,contains,characters,71
308,users,upload,image,71
309,eclipse,gives,error,71
310,http,get,requests,71
311,user,open,app,71
312,database,do,work,71
313,user,can enter,data,70
314,user,closes,page,70
315,class,not found,error,70
316,user,chooses,file,70
317,access,denied,exception,70
318,event,takes,place,70
319,server,receives,data,70
320,object,has,properties,70
321,user,enters,site,70
322,path,contains,spaces,70
323,user,edit,data,69
324,object,implements,interface,69
325,code,is giving,error,69
326,code,has,problems,69
327,compiler,will give,error,69
328,user,leaves,site,69
329,request,scoped,bean,69
330,server,closed,connection,69
331,base64,encoded,data,69
332,user,enter,number,68
333,method,will throw,exception,68
334,server,gets,request,68
335,json,formatted,data,68
336,table,has,data,68
337,function,takes,arguments,67
338,user,makes,choice,67
339,user,closes,dialog,67
340,compiler,is giving,error,67
341,user,quits,app,67
342,user,has clicked,button,67
343,example,uses,jquery,66
344,function,returns,array,66
345,user,entered,text,66
346,change,take,effect,66
347,column,has,value,66
348,compiler,generate,code,65
349,user,select,text,65
350,client,send,message,65
351,project,has,reference,65
352,metadata,contains,reference,65
353,user,has,right,65
354,user,has,role,65
355,user,enters,string,65
356,method,returns,array,64
357,server,send,message,64
358,function,has,access,64
359,user,clicks,mouse,64
360,user,selects,category,64
361,user,can upload,file,64
362,object,does not support,property,64
363,user,selects,tab,64
364,user,checks,box,63
365,button,has,focus,63
366,query,returns,data,63
367,body,has,idea,63
368,user,have,permissions,63
369,use,parametrized,queries,63
370,user,enters,character,62
371,mysql,uses,indexes,62
372,comma,separated,value,62
373,conversion,takes,place,62
374,function,returns,reference,62
375,client,send,request,62
376,function,throws,exception,61
377,objects,have,method,61
378,user,clicks,cancel,61
379,element,has,focus,61
380,user,installs,application,61
381,user,clicked,link,60
382,compiler,will generate,code,60
383,column,does not allow,nulls,60
384,line,throws,exception,60
385,user,enter,password,60
386,code,is throwing,exception,60
387,client,receives,response,60
388,user,install,app,60
389,user,will click,button,60
390,url,rewrite,module,59
391,function,takes,argument,59
392,user,runs,program,59
393,code,will throw,exception,59
394,window,loses,focus,59
395,user,quits,application,59
396,approach,make,sense,59
397,user,accesses,site,59
398,post,build,step,59
399,array,has,elements,58
400,user,clicks,icon,58
401,code,returns,error,58
402,user,posts,form,58
403,compiler,give,error,58
404,user,views,page,58
405,session,scoped,bean,58
406,user,choose,file,58
407,server,returns,error,58
408,processing,takes,place,58
409,user,close,browser,58
410,expression,has,type,58
411,user,has,account,58
412,users,create,account,58
413,user,authorized,app,58
414,user,leaves,activity,58
415,user,enter,values,57
416,class,has,default constructor,57
417,http,get,method,57
418,im,getting,error,57
419,user,clicks,notification,57
420,html,#nested,resources,57
421,method,makes,sense,57
422,example,makes,sense,57
423,user,hits,site,57
424,mouse,leaves,element,56
425,array,contains,objects,56
426,browser,download,file,56
427,query,return,results,56
428,client,send,data,56
429,ansi,join,syntax,56
430,user,enters,details,55
431,user,scrolls,list,55
432,auto,generated,code,55
433,access,denied,message,55
434,code,generates,error,55
435,user,has selected,file,55
436,code,get,error,55
437,users,upload,photos,55
438,application,enters,background,55
439,user,answers,question,55
440,table,contains,data,55
441,user,has disabled,javascript,55
442,compiler,do,work,55
443,class,has,function,54
444,class,based,views,54
445,assignment,takes,place,54
446,user,changes,text,54
447,object,have,property,54
448,user,defined,type,54
449,server,processes,request,54
450,error,log,file,54
451,function,takes,string,54
452,user,takes,action,54
453,user,supplied,data,54
454,user,make,changes,54
455,client,receives,data,54
456,object,have,method,53
457,user,enters,email,53
458,see,attached,image,53
459,command,not found,error,53
460,user,completes,form,53
461,compiler,will throw,error,53
462,user,enter,information,53
463,line,throws,error,53
464,htaccess,rewrite,rule,53
465,defaults,write,com,53
466,user,touch,screen,53
467,app,throws,exception,53
468,user,rotates,screen,53
469,user,leaves,field,53
470,event,dispatch,thread,53
471,user,uses,application,53
472,textbox,gets,focus,52
473,user,defined,classes,52
474,user,select,folder,52
475,tag,has,attribute,52
476,user,drags,mouse,52
477,code,produces,error,52
478,users,download,file,52
479,code,give,error,52
480,function,takes,parameter,52
481,jsf,managed,beans,52
482,problem,has,solution,52
483,edit,answer,comment,52
484,memory,mapped,file,52
485,browser,renders,page,51
486,xcode,gives,error,51
487,error,support,property,51
488,user,resizes,browser,51
489,map,reduce,job,51
490,user,closed,browser,51
491,line,make,sense,51
492,form,has,button,51
493,application,has,focus,51
494,user,leaves,application,51
495,property,has,value,51
496,user,install,application,51
497,application,allows,user,50
498,application,throws,error,50
499,user,submits,page,50
500,javascript,have,access,50
501,app,has,permission,50
502,user,clicks,buttons,50
503,user,can download,file,50
504,user,uninstalls,application,50
505,validation,takes,place,50
506,user,take,photo,50
507,function,returns,function,50
508,class,has,properties,50
509,server,returns,response,50
510,query,return,rows,50
511,user,moves,slider,50
512,developers,have,access,49
513,text box,loses,focus,49
514,object,oriented,design,49
515,table,has,id,49
516,user,clicks,div,49
517,user,takes,photo,49
518,javascript,have,classes,49
519,input,has,focus,49
520,user,receives,email,49
521,user,starts,typing,49
522,user,downloads,app,49
523,user,has authorized,app,49
524,user,can press,button,49
525,server,returns,data,49
526,user,downloads,file,48
527,user,finishes,editing,48
528,user,has,input,48
529,press,submit,button,48
530,java,stored,procedure,48
531,client,has,access,48
532,user,can select,item,48
533,title,makes,sense,48
534,answer,makes,sense,48
535,user,will have,access,47
536,function,returns,null,47
537,people,have,access,47
538,user,will have,option,47
539,compiler,shows,error,47
540,users,change,password,47
541,server,accepts,connection,47
542,change,takes,place,47
543,user,opens,file,47
544,mysql,has,function,47
545,user,press,button,47
546,user,has,privileges,47
547,function,does not return,value,47
548,none,solved,problem,47
549,query,returns,records,47
550,logic,makes,sense,47
551,results,make,sense,47
552,error,make,sense,47
553,user,changes,language,47
554,user,has,session,47
555,app,loses,focus,47
556,user,is using,application,46
557,customer,places,order,46
558,user,enters,email address,46
559,objects,have,property,46
560,question,has,answers,46
561,company,develops,jprofiler,46
562,call,throws,exception,46
563,error,please,help,46
564,table,has,fields,46
565,users,use,app,46
566,server,is sending,data,46
567,user,has entered,data,46
568,user,move,mouse,45
569,array,contains,elements,45
570,user,releases,mouse,45
571,tables,have,column,45
572,object,has,name,45
573,server,throws,error,45
574,user,enter,numbers,45
575,client,makes,call,45
576,user,opens,form,45
577,class,has,access,45
578,table,have,primary key,45
579,user,can make,changes,45
580,code,solved,problem,45
581,user,should have,access,45
582,class,has,reference,45
583,user,changes,values,45
584,server,send,response,45
585,user,enter,url,45
586,user,touched,screen,45
587,users,enter,text,44
588,user,send,message,44
589,user,change,value,44
590,user,save,file,44
591,user,selects,checkbox,44
592,user,rotates,phone,44
593,net,managed,code,44
594,user,can upload,files,44
595,javascript,does not have,access,44
596,user,starts,program,44
597,method,returns,boolean,44
598,user,hits,return,44
599,user,use,app,44
600,user,has made,selection,44
601,user,switches,tabs,44
602,user,enter,date,43
603,users,send,messages,43
604,constructor,threw,exception,43
605,user,selects,name,43
606,user,generated,content,43
607,method,takes,parameter,43
608,user,installed,app,43
609,user,enters,input,43
610,app,allows,user,43
611,code,solves,problem,43
612,user,edit,text,43
613,answer,answer,question,43
614,table,has,records,43
615,operation,could destabilize,runtime,43
616,user,make,selection,43
617,solution,makes,sense,43
618,array,contains,values,42
619,class,contains,method,42
620,element,has,value,42
621,method,returns,null,42
622,users,upload,videos,42
623,users,change,passwords,42
624,row,has,checkbox,42
625,user,can select,file,42
626,div,has,class,42
627,authentication,takes,place,42
628,user,starts,editing,42
629,function,calls,function,42
630,user,clicks,element,42
631,type,implements,interface,42
632,firebug,gives,error,42
633,user,upload,files,42
634,code,is throwing,error,42
635,database,has,table,42
636,compiler,optimize,code,42
637,program,gives,error,42
638,user,tap,button,42
639,user,moves,map,41
640,object,oriented,approach,41
641,item,has,id,41
642,user,send,email,41
643,interface,has,method,41
644,user,sends,email,41
645,class,does not have,method,41
646,edit,added,code,41
647,object,has,methods,41
648,self,signed,certificates,41
649,player,makes,move,41
650,counter,reaches,zero,41
651,method,return,object,41
652,input,has,value,41
653,make,have,index,41
654,form,fails,validation,41
655,user,saves,file,41
656,user,clicks,thumbnail,41
657,function,takes,function,41
658,control,has,property,41
659,post,answers,question,41
660,url,rewrite,rule,41
661,string,contains,string,41
662,user,closes,tab,41
663,program,asks,user,40
664,user,has selected,option,40
665,user,can enter,value,40
666,user,has submitted,form,40
667,web,based,applications,40
668,user,sees,page,40
669,user,has,choice,40
670,system,can not find,path,40
671,list,has,elements,40
672,user,gives,permission,40
673,compiler,generates,error,40
674,mysql,use,indexes,40
675,form,has,errors,40
676,solution,solves,problem,40
677,server,close,connection,40
678,people,solve,problem,40
679,nobody,answered,question,40
680,string,contains,character,39
681,function,returns,list,39
682,user,changes,date,39
683,method,returns,list,39
684,statement,has,effect,39
685,user,can enter,name,39
686,page,curl,effect,39
687,ajax,update,panel,39
688,compiler,throw,error,39
689,users,can upload,photos,39
690,headers,sent,error,39
691,answer,solve,problem,39
692,visual studio,gives,error,39
693,class,implements,protocol,39
694,user,posts,comment,39
695,user,drags,item,39
696,client,closed,connection,39
697,others,have answered,question,39
698,model,has,field,39
699,browser,send,request,39
700,user,enters,app,39
701,user,pressed,key,39
702,user,clears,cookies,39
703,user,releases,key,39
704,user,submit,data,39
705,questions,make,sense,39
706,count,reaches,zero,39
707,exe,processes,tab,39
708,function,has,type,39
709,user,chooses,value,39
710,user,can click,link,38
711,container,managed,transactions,38
712,class,has,member,38
713,user,uploads,video,38
714,users,submit,form,38
715,user,enters,word,38
716,user,saves,form,38
717,compiler,infer,type,38
718,method,has,parameter,38
719,user,can change,value,38
720,string,matches,pattern,38
721,means,match,character,38
722,compiler,inline,function,38
723,user,changes,data,38
724,package,has,function,38
725,user,unchecks,checkbox,38
726,user,selects,product,38
727,method,has,access,38
728,code,has,issues,38
729,user,clicks,edit,38
730,model,has,property,38
731,element,have,attribute,38
732,user,chooses,item,38
733,console,shows,error,38
734,base64,encoded,string,38
735,access,denied,errors,38
736,user,opens,browser,38
737,user,kills,app,38
738,click,add,button,38
739,server,has,access,38
740,xmlhttprequest,can not load,http,37
741,user,enters,address,37
742,system,needs,memory,37
743,element,has,children,37
744,method,uses,method,37
745,changes,have,effect,37
746,string,contains,number,37
747,people,write,code,37
748,base64,encoded,image,37
749,compiler,reports,error,37
750,method,has,overload,37
751,compiler,optimizes,code,37
752,user,leave,page,37
753,method,not found,error,37
754,user,reset,password,37
755,php,throws,error,37
756,query,use,index,37
757,row,has,button,37
758,user,uploads,photo,37
759,user,saves,data,37
760,user,gives,input,37
761,user,edits,cell,37
762,user,click,item,37
763,database,has,two tables,37
764,user,locks,screen,37
765,user,resize,window,37
766,statement,makes,sense,37
767,variable,has,type,37
768,client,asks,server,37
769,function,has,side effects,37
770,variable,contains,string,37
771,parameter,has,value,36
772,client,receives,message,36
773,variable,contains,value,36
774,python,has,module,36
775,user,edits,data,36
776,user,puts,mouse,36
777,parent,has,children,36
778,page,has,form,36
779,object,oriented,code,36
780,user,enters,numbers,36
781,class,has,attribute,36
782,make,have,indexes,36
783,application,scoped,bean,36
784,class,have,property,36
785,resource,not found,error,36
786,application,loses,focus,36
787,user,will have,ability,36
788,user,selected,item,36
789,program,throws,error,36
790,method,returns,reference,36
791,msdn,has,example,36
792,make,have,reference,36
793,server,throws,exception,36
794,method,has,return value,36
795,files,have,extension,36
796,user,changes,settings,36
797,object,has,field,36
798,path,has,spaces,36
799,server,push,data,36
800,app,have,access,36
801,textarea,loses,focus,35
802,copy,pasted,code,35
803,gcc,has,option,35
804,console,gives,error,35
805,access,denied,page,35
806,website,encountered,error,35
807,function,takes,parameters,35
808,user,gets,error,35
809,table,valued,function,35
810,compiler,gives,errors,35
811,user,can enter,information,35
812,property,changed,event,35
813,user,adds,product,35
814,post,build,events,35
815,ie,has,issues,35
816,application,have,access,35
817,variable,holds,reference,35
818,code,has,bugs,35
819,browser,receives,response,35
820,class,has,field,35
821,code,uses,jquery,35
822,user,push,button,35
823,function,has,return value,35
824,compiler,supports,c +11,35
825,user,visited,site,35
826,code,makes,call,35
827,null,terminated,string,35
828,users,use,application,35
829,method,takes,string,35
830,attribute,has,value,35
831,array,contains,strings,35
832,array,has,values,35
833,user,can submit,form,34
834,user,can select,date,34
835,method,should do,one thing,34
836,server,tells,client,34
837,mouse,leaves,image,34
838,view,has,access,34
839,user,selects,options,34
840,line,causes,error,34
841,method,has,parameters,34
842,compiler,compiles,code,34
843,file,contains,text,34
844,line,is throwing,error,34
845,user,pastes,text,34
846,user,create,account,34
847,users,invite,friends,34
848,account,has,access,34
849,answer,solved,problem,34
850,user,use,application,34
851,line,is causing,problem,34
852,objects,have,properties,34
853,user,can add,items,34
854,java,implements,generics,34
855,user,submits,request,34
856,query,return,result,34
857,see,updated,jsfiddle,34
858,query,will return,rows,34
859,method,make,sense,34
860,control,gets,focus,34
861,method,has,signature,34
862,client,have,access,33
863,button,submit,form,33
864,users,ip,address,33
865,method,takes,object,33
866,test,driven,development,33
867,list,contains,objects,33
868,user,opens,document,33
869,user,choose,option,33
870,see,accepted,answer,33
871,code,gives,output,33
872,code,has,effect,33
873,user,is viewing,page,33
874,app,plays,audio,33
875,function,has,parameter,33
876,line,is causing,error,33
877,user,can edit,text,33
878,application,gives,error,33
879,user,selected,file,33
880,permission,denied,errors,33
881,mysql,does not have,function,33
882,code,gives,errors,33
883,exe,has encountered,problem,33
884,controller,has,access,33
885,table,valued,functions,33
886,form,submit,button,33
887,php,has,functions,33
888,user,select,country,33
889,user,add,items,33
890,users,install,app,33
891,client,gets,response,33
892,user,select,category,33
893,site,uses,jquery,33
894,user,authorizes,application,33
895,user,have,rights,33
896,user,is entering,data,33
897,nant,build,script,33
898,mysql,do,work,33
899,query,makes,sense,33
900,type,compile,time,33
901,user,selects,state,33
902,user,entered,values,33
903,users,click,link,33
904,function,should return,value,33
905,user,selected,value,33
906,method,does not return,value,33
907,user,makes,mistake,32
908,key,has,value,32
909,method,will return,null,32
910,object,has,value,32
911,user,clicks,option,32
912,object,has,type,32
913,user,visited,page,32
914,utf-8,encoded,data,32
915,server,sends,file,32
916,user,check,checkbox,32
917,user,enters,info,32
918,jquery,call,asp,32
919,class,does not implement,interface,32
920,line,is giving,error,32
921,element,has,property,32
922,server,encountered,error,32
923,error,can not access,property,32
924,socket,send,buffer,32
925,user,enters,query,32
926,hibernate,throws,exception,32
927,object,has,references,32
928,gem,install,bundler,32
929,user,deletes,row,32
930,user,can use,app,32
931,values,make,sense,32
932,user,touch,button,32
933,answer,make,sense,32
934,user,enter,credentials,32
935,null,terminated,strings,32
936,user,will enter,data,32
937,user,changes,tabs,32
938,user,enters,characters,31
939,user,clicks,login,31
940,constructor,takes,arguments,31
941,user,has,idea,31
942,call,has,effect,31
943,user,changes,name,31
944,mouse,enters,element,31
945,listview,did not receive,notification,31
946,people,reading,code,31
947,user,is using,ie,31
948,code,throw,error,31
949,user,uploaded,file,31
950,cs,file,code,31
951,user,fill,form,31
952,browser,throws,error,31
953,user,choose,image,31
954,compiler,sees,code,31
955,method,takes,parameters,31
956,php,has,access,31
957,initialization,takes,place,31
958,functions,have,access,31
959,animation,takes,place,31
960,query,gives,error,31
961,assignment,makes,pointer,31
962,server,gives,error,31
963,java,have,pointers,31
964,function,returns,boolean,31
965,heroku,uses,postgresql,31
966,user,has closed,browser,31
967,directory,contains,files,31
968,post,build,action,31
969,function,returns,integer,31
970,default,submit,action,31
971,system,stored,procedure,31
972,file,contains,data,31
973,user,has,profile,31
974,app,crashes,time,31
975,user,has selected,item,31
976,view,has,reference,31
977,code,should do,job,31
978,table,contains,rows,31
979,form,loses,focus,31
980,user,made,selection,31
981,user,follows,link,31
982,user,select,language,31
983,design,makes,sense,31
984,data,makes,sense,31
985,example,make,sense,31
986,answer,please,help,31
987,edit,found,solution,31
988,method,return,string,31
989,user,defined,variables,30
990,button,has,id,30
991,comma,seperated,values,30
992,client,sends,messages,30
993,user,can enter,values,30
994,object,has,id,30
995,compiler,give,warning,30
996,strings,have,method,30
997,user,has made,changes,30
998,user,enters,id,30
999,application,uses,database,30
1000,user,has,name,30
1001,user,opens,dialog,30
1002,user,clicks,file,30
1003,net,based,cms,30
1004,browser,submits,form,30
1005,car,has,engine,30
1006,user,pick,image,30
1007,model,has,attribute,30
1008,client,sends,packet,30
1009,developers,write,code,30
1010,mysql,can use,index,30
1011,user,can have,access,30
1012,user,has entered,text,30
1013,code,will throw,error,30
1014,user,uploads,picture,30
1015,view,scoped,bean,30
1016,class,must implement,interface,30
1017,user,start,app,30
1018,entity,has,property,30
1019,code,has,access,30
1020,click,add,reference,30
1021,keyword,tells,compiler,30
1022,compiler,do,job,30
1023,users,create,accounts,30
1024,page,uses,jquery,30
1025,php,include,file,30
1026,user,adds,row,30
1027,system,can not find,file,30
1028,url,rewrite,rules,30
1029,view,has,button,30
1030,user,choose,language,30
1031,user,has pressed,button,30
1032,page,has,link,30
1033,user,start,application,30
1034,user,scrolls,table,30
1035,class,extends,activity,30
1036,field,has,focus,30
1037,users,make,changes,30
1038,edittext,loses,focus,29
1039,designer,generated,code,29
1040,page,has,links,29
1041,program,has,access,29
1042,thread,acquires,lock,29
1043,gcc,gives,error,29
1044,function,allocates,memory,29
1045,firebug,shows,error,29
1046,class,provides,method,29
1047,connection,timed,error,29
1048,row,has,id,29
1049,google,translate,api,29
1050,classes,have,methods,29
1051,client,sends,command,29
1052,user,uses,mouse,29
1053,user,removes,app,29
1054,users,fill,form,29
1055,tests,run,failures,29
1056,user,open,file,29
1057,apple,rejected,app,29
1058,user,can select,image,29
1059,user,has,cookie,29
1060,safari,can not open,page,29
1061,site,uses,cookies,29
1062,user,bookmarks,page,29
1063,classes,have,access,29
1064,user,can change,password,29
1065,server,sent,data,29
1066,event,took,place,29
1067,user,enters,application,29
1068,method,returns,pointer,29
1069,user,has selected,value,29
1070,table,should have,primary key,29
1071,process,takes,time,29
1072,ant,build,files,29
1073,compiler,knows,type,29
1074,user,select,files,29
1075,functions,return,values,29
1076,user,add,rows,29
1077,user,can change,values,29
1078,ant,build,scripts,29
1079,users,can upload,videos,29
1080,user,performs,search,29
1081,textbox,has,value,29
1082,statement,make,sense,29
1083,part,makes,sense,29
1084,form,has,focus,29
1085,filename,contains,spaces,29
1086,app,has,focus,29
1087,regex,will match,string,29
1088,database,has,tables,29
1089,variables,have,values,28
1090,user,opens,link,28
1091,query,takes,time,28
1092,thread,holds,lock,28
1093,users,upload,video,28
1094,client,send,messages,28
1095,db,do,work,28
1096,class,defines,method,28
1097,xcode,gives,warning,28
1098,div,has,id,28
1099,compiler,will give,warning,28
1100,function,has,name,28
1101,user,plays,video,28
1102,user,is leaving,page,28
1103,user,leaves,website,28
1104,user,changes,page,28
1105,user,made,changes,28
1106,user,see,page,28
1107,user,accesses,application,28
1108,user,has,password,28
1109,application,receives,data,28
1110,user,changed,password,28
1111,elements,have,class,28
1112,application,has,permission,28
1113,elements,have,attribute,28
1114,user,completes,task,28
1115,question,have,answer,28
1116,users,enter,information,28
1117,controllers,have,access,28
1118,tables,have,primary key,28
1119,user,authenticates,app,28
1120,answer,solves,problem,28
1121,user,authorize,app,28
1122,php,provides,function,28
1123,form,has,field,28
1124,code,have,problem,28
1125,user,releases,button,28
1126,activity,implement,interface,28
1127,request,retrieve,data,28
1128,approach,has,problems,28
1129,mysql,stored,procedures,28
1130,user,plays,game,28
1131,others,answered,question,28
1132,android,uses,java,28
1133,object,holds,reference,28
1134,user,send,request,28
1135,browser,gets,response,28
1136,user,edits,row,28
1137,user,can add,rows,28
1138,apache,rewrite,rules,28
1139,query,make,sense,28
1140,question,made,sense,28
1141,user,enters,letter,28
1142,class,has,state,28
1143,function,return,string,28
1144,html,anchor,tag,28
1145,user,change,data,27
1146,js,file,http,27
1147,script,has,access,27
1148,textbox,looses,focus,27
1149,clients,have,access,27
1150,service,has,method,27
1151,class,have,default constructor,27
1152,user,places,mouse,27
1153,user,selects,city,27
1154,function,return,object,27
1155,user,rotate,device,27
1156,program,produces,output,27
1157,mouse,leaves,div,27
1158,user,left,page,27
1159,user,has read,access,27
1160,user,must change,password,27
1161,users,will have,access,27
1162,action,take,place,27
1163,session,scoped,beans,27
1164,function,expects,pointer,27
1165,table,contains,column,27
1166,user,closes,popup,27
1167,php,gives,error,27
1168,object,implement,interface,27
1169,page,has,example,27
1170,javascript,has,function,27
1171,function,throw,exception,27
1172,others,have had,problem,27
1173,user,refreshes,browser,27
1174,iis,log,files,27
1175,firefox,establish,connection,27
1176,user,uploads,files,27
1177,apple,would reject,app,27
1178,user,can download,files,27
1179,mouse,left,button,27
1180,approaches,have,pros,27
1181,browser,downloads,file,27
1182,function,takes,reference,27
1183,user,perform,action,27
1184,node,has,reference,27
1185,user,has installed,app,27
1186,code,will do,job,27
